path,label
common_voice_en_30156.mp3,3
common_voice_en_204301.mp3,0
common_voice_en_17308905.mp3,1
common_voice_en_18301236.mp3,0
common_voice_en_18075960.mp3,1
common_voice_en_18767730.mp3,2
common_voice_en_19795380.mp3,1
common_voice_en_18697570.mp3,3
common_voice_en_18728963.mp3,0
common_voice_en_19813954.mp3,3
common_voice_en_19029087.mp3,2
common_voice_en_19947963.mp3,0
common_voice_en_19596923.mp3,1
common_voice_en_18852345.mp3,0
common_voice_en_19518314.mp3,0
common_voice_en_18265616.mp3,0
common_voice_en_196570.mp3,0
common_voice_en_17405370.mp3,2
common_voice_en_19703024.mp3,3
common_voice_en_19591957.mp3,1
common_voice_en_18709632.mp3,0
common_voice_en_17861337.mp3,3
common_voice_en_14961975.mp3,1
common_voice_en_19965580.mp3,1
common_voice_en_19691742.mp3,3
common_voice_en_19216897.mp3,1
common_voice_en_18660601.mp3,1
common_voice_en_18102094.mp3,0
common_voice_en_19823480.mp3,3
common_voice_en_147147.mp3,0
common_voice_en_17840545.mp3,0
common_voice_en_26195.mp3,1
common_voice_en_15792388.mp3,2
common_voice_en_17872580.mp3,1
common_voice_en_28383.mp3,3
common_voice_en_18627922.mp3,2
common_voice_en_20047754.mp3,1
common_voice_en_17186.mp3,2
common_voice_en_19163269.mp3,0
common_voice_en_18331051.mp3,2
common_voice_en_18664612.mp3,1
common_voice_en_18712315.mp3,1
common_voice_en_18658543.mp3,0
common_voice_en_17269912.mp3,1
common_voice_en_18697744.mp3,3
common_voice_en_20110295.mp3,1
common_voice_en_19159543.mp3,3
common_voice_en_18332046.mp3,2
common_voice_en_17268110.mp3,1
common_voice_en_19755087.mp3,1
common_voice_en_27796.mp3,3
common_voice_en_17912236.mp3,0
common_voice_en_18825710.mp3,1
common_voice_en_19725855.mp3,1
common_voice_en_16665461.mp3,2
common_voice_en_15800434.mp3,2
common_voice_en_20027300.mp3,1
common_voice_en_17271242.mp3,1
common_voice_en_27874.mp3,3
common_voice_en_20135063.mp3,1
common_voice_en_18425087.mp3,0
common_voice_en_17246698.mp3,2
common_voice_en_18626702.mp3,2
common_voice_en_20093433.mp3,0
common_voice_en_30769.mp3,3
common_voice_en_18985533.mp3,2
common_voice_en_18667753.mp3,0
common_voice_en_19954689.mp3,3
common_voice_en_18697738.mp3,3
common_voice_en_18698836.mp3,3
common_voice_en_17147541.mp3,1
common_voice_en_18525295.mp3,0
common_voice_en_18597035.mp3,0
common_voice_en_18667526.mp3,1
common_voice_en_30786.mp3,3
common_voice_en_18638695.mp3,0
common_voice_en_142254.mp3,3
common_voice_en_19803670.mp3,3
common_voice_en_168785.mp3,2
common_voice_en_18901749.mp3,0
common_voice_en_116386.mp3,2
common_voice_en_19799808.mp3,2
common_voice_en_17899405.mp3,0
common_voice_en_17261322.mp3,2
common_voice_en_28448.mp3,3
common_voice_en_19002858.mp3,0
common_voice_en_18709239.mp3,1
common_voice_en_19636570.mp3,3
common_voice_en_19839950.mp3,2
common_voice_en_19697127.mp3,1
common_voice_en_20044184.mp3,0
common_voice_en_18698987.mp3,3
common_voice_en_19980913.mp3,0
common_voice_en_162152.mp3,3
common_voice_en_17250213.mp3,3
common_voice_en_18522743.mp3,2
common_voice_en_18331696.mp3,2
common_voice_en_19977099.mp3,3
common_voice_en_18692009.mp3,3
common_voice_en_18987048.mp3,0
common_voice_en_18335597.mp3,2
common_voice_en_18465211.mp3,1
common_voice_en_17360.mp3,3
common_voice_en_221047.mp3,0
common_voice_en_17254359.mp3,3
common_voice_en_18764726.mp3,2
common_voice_en_19979873.mp3,1
common_voice_en_19111802.mp3,2
common_voice_en_18130133.mp3,0
common_voice_en_19050027.mp3,0
common_voice_en_1874419.mp3,3
common_voice_en_18963374.mp3,0
common_voice_en_19755230.mp3,1
common_voice_en_18667533.mp3,1
common_voice_en_18524953.mp3,3
common_voice_en_17261216.mp3,2
common_voice_en_18631432.mp3,1
common_voice_en_18852032.mp3,0
common_voice_en_19035.mp3,2
common_voice_en_19954032.mp3,3
common_voice_en_147163.mp3,0
common_voice_en_10209050.mp3,3
common_voice_en_19536976.mp3,2
common_voice_en_178391.mp3,3
common_voice_en_19697341.mp3,1
common_voice_en_19748982.mp3,3
common_voice_en_18520266.mp3,0
common_voice_en_15871079.mp3,2
common_voice_en_17768814.mp3,3
common_voice_en_19637898.mp3,1
common_voice_en_18723333.mp3,0
common_voice_en_18633782.mp3,0
common_voice_en_18735982.mp3,2
common_voice_en_18281.mp3,2
common_voice_en_17551285.mp3,0
common_voice_en_28172.mp3,3
common_voice_en_17300718.mp3,1
common_voice_en_18103655.mp3,0
common_voice_en_18404252.mp3,1
common_voice_en_18130772.mp3,0
common_voice_en_18847920.mp3,2
common_voice_en_19807675.mp3,1
common_voice_en_18453375.mp3,0
common_voice_en_18313565.mp3,1
common_voice_en_18473094.mp3,1
common_voice_en_18699036.mp3,3
common_voice_en_18479226.mp3,1
common_voice_en_18325005.mp3,0
common_voice_en_18713264.mp3,2
common_voice_en_18707843.mp3,0
common_voice_en_19698076.mp3,0
common_voice_en_18985483.mp3,2
common_voice_en_141454.mp3,0
common_voice_en_19803870.mp3,3
common_voice_en_18825699.mp3,1
common_voice_en_18488108.mp3,2
common_voice_en_18575864.mp3,2
common_voice_en_18320351.mp3,0
common_voice_en_17811719.mp3,0
common_voice_en_18999591.mp3,2
common_voice_en_17776289.mp3,0
common_voice_en_19877060.mp3,1
common_voice_en_19973376.mp3,0
common_voice_en_19803796.mp3,3
common_voice_en_17270691.mp3,3
common_voice_en_20110312.mp3,1
common_voice_en_12081128.mp3,3
common_voice_en_18483065.mp3,1
common_voice_en_116350.mp3,2
common_voice_en_18607917.mp3,0
common_voice_en_19954966.mp3,3
common_voice_en_17266608.mp3,2
common_voice_en_19670244.mp3,1
common_voice_en_18951769.mp3,0
common_voice_en_19804771.mp3,3
common_voice_en_12853.mp3,2
common_voice_en_19131485.mp3,0
common_voice_en_17408262.mp3,2
common_voice_en_19051381.mp3,0
common_voice_en_19029114.mp3,2
common_voice_en_18460339.mp3,1
common_voice_en_18855867.mp3,0
common_voice_en_17319981.mp3,0
common_voice_en_18126.mp3,3
common_voice_en_141932.mp3,3
common_voice_en_100900.mp3,2
common_voice_en_311786.mp3,1
common_voice_en_19469698.mp3,1
common_voice_en_18463247.mp3,1
common_voice_en_19010639.mp3,0
common_voice_en_19703020.mp3,3
common_voice_en_19784012.mp3,1
common_voice_en_19703478.mp3,1
common_voice_en_18840696.mp3,1
common_voice_en_19672101.mp3,1
common_voice_en_19684639.mp3,2
common_voice_en_19981096.mp3,3
common_voice_en_20159176.mp3,2
common_voice_en_206566.mp3,0
common_voice_en_17298078.mp3,2
common_voice_en_17948909.mp3,2
common_voice_en_17375254.mp3,1
common_voice_en_18994740.mp3,2
common_voice_en_311851.mp3,1
common_voice_en_17261929.mp3,0
common_voice_en_19991134.mp3,3
common_voice_en_18770846.mp3,0
common_voice_en_19889937.mp3,1
common_voice_en_20114261.mp3,1
common_voice_en_19671152.mp3,3
common_voice_en_315250.mp3,3
common_voice_en_18457518.mp3,1
common_voice_en_207281.mp3,0
common_voice_en_19770326.mp3,3
common_voice_en_19795902.mp3,2
common_voice_en_18534358.mp3,0
common_voice_en_17991688.mp3,1
common_voice_en_19823520.mp3,3
common_voice_en_19613184.mp3,1
common_voice_en_18838799.mp3,3
common_voice_en_17653147.mp3,1
common_voice_en_19821667.mp3,1
common_voice_en_18355160.mp3,0
common_voice_en_19716050.mp3,3
common_voice_en_17456009.mp3,2
common_voice_en_19469703.mp3,1
common_voice_en_14749.mp3,0
common_voice_en_19111755.mp3,2
common_voice_en_19036652.mp3,0
common_voice_en_189499.mp3,1
common_voice_en_10208867.mp3,3
common_voice_en_28580.mp3,3
common_voice_en_18985434.mp3,2
common_voice_en_18421355.mp3,3
common_voice_en_18829118.mp3,0
common_voice_en_18472334.mp3,2
common_voice_en_17279486.mp3,2
common_voice_en_19231819.mp3,0
common_voice_en_19747338.mp3,1
common_voice_en_18121240.mp3,0
common_voice_en_101011.mp3,2
common_voice_en_18129058.mp3,0
common_voice_en_1774423.mp3,3
common_voice_en_201916.mp3,1
common_voice_en_209789.mp3,0
common_voice_en_18561658.mp3,2
common_voice_en_17261338.mp3,2
common_voice_en_18857822.mp3,0
common_voice_en_17405282.mp3,2
common_voice_en_116653.mp3,0
common_voice_en_153135.mp3,2
common_voice_en_18692906.mp3,3
common_voice_en_19132629.mp3,2
common_voice_en_18003970.mp3,0
common_voice_en_18692848.mp3,3
common_voice_en_18465391.mp3,1
common_voice_en_18764978.mp3,2
common_voice_en_19690635.mp3,2
common_voice_en_201848.mp3,1
common_voice_en_172695.mp3,3
common_voice_en_19805292.mp3,0
common_voice_en_18986890.mp3,2
common_voice_en_18746128.mp3,0
common_voice_en_205997.mp3,1
common_voice_en_18479176.mp3,1
common_voice_en_19671154.mp3,3
common_voice_en_17872620.mp3,1
common_voice_en_19022826.mp3,0
common_voice_en_166352.mp3,3
common_voice_en_171497.mp3,2
common_voice_en_200397.mp3,1
common_voice_en_17280275.mp3,3
common_voice_en_18935305.mp3,2
common_voice_en_17863744.mp3,0
common_voice_en_18698811.mp3,3
common_voice_en_21866.mp3,2
common_voice_en_18698943.mp3,3
common_voice_en_17794407.mp3,3
common_voice_en_19795904.mp3,2
common_voice_en_19790252.mp3,1
common_voice_en_18718489.mp3,3
common_voice_en_20114891.mp3,1
common_voice_en_19768009.mp3,1
common_voice_en_19677069.mp3,2
common_voice_en_17914680.mp3,0
common_voice_en_19637939.mp3,1
common_voice_en_19096512.mp3,2
common_voice_en_323081.mp3,1
common_voice_en_17404409.mp3,2
common_voice_en_18732871.mp3,0
common_voice_en_19641786.mp3,0
common_voice_en_17450838.mp3,3
common_voice_en_15871742.mp3,3
common_voice_en_19043787.mp3,0
common_voice_en_19678054.mp3,2
common_voice_en_19958911.mp3,0
common_voice_en_200999.mp3,2
common_voice_en_18415825.mp3,0
common_voice_en_19594670.mp3,1
common_voice_en_18882661.mp3,0
common_voice_en_2021003.mp3,2
common_voice_en_18890748.mp3,2
common_voice_en_148922.mp3,0
common_voice_en_18583182.mp3,0
common_voice_en_26129.mp3,1
common_voice_en_12081317.mp3,3
common_voice_en_19265388.mp3,0
common_voice_en_18869184.mp3,0
common_voice_en_19796004.mp3,2
common_voice_en_11209006.mp3,3
common_voice_en_169900.mp3,0
common_voice_en_18425794.mp3,1
common_voice_en_19723566.mp3,2
common_voice_en_18986794.mp3,2
common_voice_en_29177.mp3,3
common_voice_en_18511114.mp3,0
common_voice_en_126226.mp3,2
common_voice_en_20132677.mp3,1
common_voice_en_19976926.mp3,3
common_voice_en_18640102.mp3,1
common_voice_en_20114455.mp3,2
common_voice_en_30869.mp3,3
common_voice_en_18686612.mp3,3
common_voice_en_123971.mp3,1
common_voice_en_19839948.mp3,2
common_voice_en_19872012.mp3,3
common_voice_en_100888.mp3,2
common_voice_en_17271102.mp3,1
common_voice_en_35850.mp3,2
common_voice_en_18901177.mp3,0
common_voice_en_17249201.mp3,0
common_voice_en_201770.mp3,1
common_voice_en_176361.mp3,3
common_voice_en_26285.mp3,1
common_voice_en_18463379.mp3,1
common_voice_en_18492764.mp3,0
common_voice_en_176358.mp3,3
common_voice_en_20045692.mp3,1
common_voice_en_19747173.mp3,1
common_voice_en_18298208.mp3,0
common_voice_en_19599129.mp3,3
common_voice_en_165436.mp3,3
common_voice_en_18546624.mp3,0
common_voice_en_11488482.mp3,2
common_voice_en_11208933.mp3,3
common_voice_en_29231.mp3,3
common_voice_en_18977566.mp3,0
common_voice_en_154423.mp3,1
common_voice_en_18292.mp3,2
common_voice_en_19857674.mp3,3
common_voice_en_20029583.mp3,0
common_voice_en_20115205.mp3,1
common_voice_en_19974658.mp3,1
common_voice_en_19824721.mp3,2
common_voice_en_20110390.mp3,1
common_voice_en_19598085.mp3,1
common_voice_en_19804816.mp3,1
common_voice_en_19567110.mp3,0
common_voice_en_20092783.mp3,3
common_voice_en_142030.mp3,3
common_voice_en_18855018.mp3,0
common_voice_en_17432633.mp3,1
common_voice_en_162148.mp3,3
common_voice_en_10297554.mp3,2
common_voice_en_28119.mp3,3
common_voice_en_18626575.mp3,2
common_voice_en_176951.mp3,3
common_voice_en_19612758.mp3,2
common_voice_en_17398229.mp3,0
common_voice_en_17653298.mp3,1
common_voice_en_18838796.mp3,3
common_voice_en_18750214.mp3,0
common_voice_en_18738639.mp3,1
common_voice_en_19001.mp3,2
common_voice_en_19803591.mp3,3
common_voice_en_17831835.mp3,1
common_voice_en_18981599.mp3,0
common_voice_en_20068050.mp3,0
common_voice_en_31192.mp3,3
common_voice_en_18130945.mp3,3
common_voice_en_19980856.mp3,0
common_voice_en_19005340.mp3,0
common_voice_en_18447265.mp3,1
common_voice_en_18469889.mp3,0
common_voice_en_138062.mp3,2
common_voice_en_18331045.mp3,2
common_voice_en_32535.mp3,0
common_voice_en_18703078.mp3,3
common_voice_en_18332163.mp3,2
common_voice_en_19666250.mp3,3
common_voice_en_12673881.mp3,0
common_voice_en_15592954.mp3,2
common_voice_en_18764709.mp3,2
common_voice_en_18404531.mp3,1
common_voice_en_19764863.mp3,3
common_voice_en_18680009.mp3,0
common_voice_en_19701441.mp3,2
common_voice_en_19944765.mp3,3
common_voice_en_19720800.mp3,3
common_voice_en_20071101.mp3,1
common_voice_en_18515120.mp3,1
common_voice_en_17762393.mp3,0
common_voice_en_19685584.mp3,3
common_voice_en_28725.mp3,3
common_voice_en_18066439.mp3,0
common_voice_en_122277.mp3,0
common_voice_en_19841292.mp3,2
common_voice_en_17434893.mp3,1
common_voice_en_18335571.mp3,2
common_voice_en_19855128.mp3,1
common_voice_en_17697094.mp3,1
common_voice_en_18561661.mp3,2
common_voice_en_19783399.mp3,2
common_voice_en_19760967.mp3,1
common_voice_en_19466899.mp3,1
common_voice_en_17256378.mp3,0
common_voice_en_17261346.mp3,2
common_voice_en_18404379.mp3,1
common_voice_en_17261157.mp3,2
common_voice_en_18307960.mp3,0
common_voice_en_18331653.mp3,2
common_voice_en_18485193.mp3,1
common_voice_en_141964.mp3,3
common_voice_en_18707247.mp3,1
common_voice_en_18524848.mp3,3
common_voice_en_19131185.mp3,0
common_voice_en_19677096.mp3,2
common_voice_en_18685163.mp3,2
common_voice_en_19777372.mp3,3
common_voice_en_15733868.mp3,2
common_voice_en_10297542.mp3,2
common_voice_en_18354964.mp3,2
common_voice_en_18692959.mp3,3
common_voice_en_18454779.mp3,0
common_voice_en_19909394.mp3,2
common_voice_en_18844663.mp3,0
common_voice_en_18707230.mp3,1
common_voice_en_18687106.mp3,3
common_voice_en_18662154.mp3,0
common_voice_en_17831910.mp3,1
common_voice_en_18692978.mp3,3
common_voice_en_15800186.mp3,2
common_voice_en_18550120.mp3,2
common_voice_en_18736148.mp3,2
common_voice_en_143900.mp3,1
common_voice_en_17618501.mp3,0
common_voice_en_18488179.mp3,2
common_voice_en_19289214.mp3,0
common_voice_en_20141229.mp3,1
common_voice_en_18473440.mp3,0
common_voice_en_19714957.mp3,3
common_voice_en_18660451.mp3,1
common_voice_en_28134.mp3,3
common_voice_en_20068647.mp3,0
common_voice_en_18493783.mp3,0
common_voice_en_17297615.mp3,2
common_voice_en_18844524.mp3,3
common_voice_en_19978416.mp3,1
common_voice_en_19677649.mp3,2
common_voice_en_18332309.mp3,2
common_voice_en_17823431.mp3,1
common_voice_en_18691856.mp3,3
common_voice_en_19159139.mp3,1
common_voice_en_20065813.mp3,1
common_voice_en_17298120.mp3,2
common_voice_en_181144.mp3,2
common_voice_en_18686466.mp3,3
common_voice_en_18466551.mp3,1
common_voice_en_17669796.mp3,1
common_voice_en_118196.mp3,0
common_voice_en_19375281.mp3,2
common_voice_en_18065641.mp3,1
common_voice_en_18697192.mp3,3
common_voice_en_18686559.mp3,3
common_voice_en_17296400.mp3,0
common_voice_en_18954157.mp3,1
common_voice_en_10208941.mp3,3
common_voice_en_18530126.mp3,0
common_voice_en_3385717.mp3,3
common_voice_en_20088753.mp3,0
common_voice_en_19511651.mp3,0
common_voice_en_18718519.mp3,3
common_voice_en_18277184.mp3,1
common_voice_en_18754817.mp3,0
common_voice_en_19703206.mp3,3
common_voice_en_18508584.mp3,0
common_voice_en_19840342.mp3,3
common_voice_en_19720902.mp3,3
common_voice_en_19865821.mp3,3
common_voice_en_18718527.mp3,3
common_voice_en_18447215.mp3,1
common_voice_en_178370.mp3,3
common_voice_en_18606949.mp3,2
common_voice_en_18870297.mp3,0
common_voice_en_19651606.mp3,1
common_voice_en_18876205.mp3,0
common_voice_en_17776821.mp3,0
common_voice_en_17268930.mp3,3
common_voice_en_19801287.mp3,0
common_voice_en_20105642.mp3,1
common_voice_en_221006.mp3,0
common_voice_en_16048378.mp3,1
common_voice_en_175701.mp3,3
common_voice_en_17284451.mp3,2
common_voice_en_17520233.mp3,0
common_voice_en_18457446.mp3,1
common_voice_en_111728.mp3,1
common_voice_en_12494.mp3,0
common_voice_en_12081186.mp3,3
common_voice_en_19976954.mp3,3
common_voice_en_145727.mp3,0
common_voice_en_19755272.mp3,1
common_voice_en_19413535.mp3,1
common_voice_en_21884.mp3,2
common_voice_en_19823450.mp3,3
common_voice_en_19118338.mp3,3
common_voice_en_18143934.mp3,0
common_voice_en_19641777.mp3,3
common_voice_en_17271144.mp3,2
common_voice_en_19865807.mp3,3
common_voice_en_17680996.mp3,3
common_voice_en_15672114.mp3,3
common_voice_en_30744.mp3,3
common_voice_en_18829086.mp3,0
common_voice_en_18793969.mp3,2
common_voice_en_11208975.mp3,3
common_voice_en_19357103.mp3,0
common_voice_en_18463473.mp3,1
common_voice_en_19913678.mp3,0
common_voice_en_181209.mp3,2
common_voice_en_18405751.mp3,0
common_voice_en_18335592.mp3,2
common_voice_en_19321615.mp3,0
common_voice_en_17251909.mp3,1
common_voice_en_18503131.mp3,3
common_voice_en_17999297.mp3,3
common_voice_en_19760130.mp3,1
common_voice_en_18697571.mp3,3
common_voice_en_17771902.mp3,1
common_voice_en_185447.mp3,2
common_voice_en_18306121.mp3,0
common_voice_en_19090946.mp3,2
common_voice_en_204913.mp3,1
common_voice_en_18474554.mp3,0
common_voice_en_258836.mp3,1
common_voice_en_19453265.mp3,1
common_voice_en_18645306.mp3,3
common_voice_en_17281637.mp3,2
common_voice_en_19803708.mp3,3
common_voice_en_19802936.mp3,1
common_voice_en_18534862.mp3,1
common_voice_en_17937837.mp3,0
common_voice_en_18985446.mp3,2
common_voice_en_19246266.mp3,0
common_voice_en_19754062.mp3,2
common_voice_en_18606608.mp3,0
common_voice_en_18124751.mp3,0
common_voice_en_18332141.mp3,0
common_voice_en_18511087.mp3,0
common_voice_en_20350.mp3,0
common_voice_en_18466610.mp3,1
common_voice_en_18463592.mp3,1
common_voice_en_304215.mp3,0
common_voice_en_19181833.mp3,2
common_voice_en_18581142.mp3,3
common_voice_en_18404984.mp3,1
common_voice_en_17281627.mp3,2
common_voice_en_18255401.mp3,0
common_voice_en_19632059.mp3,2
common_voice_en_19676342.mp3,2
common_voice_en_21749.mp3,0
common_voice_en_18404392.mp3,1
common_voice_en_14408971.mp3,2
common_voice_en_19823972.mp3,1
common_voice_en_18736267.mp3,0
common_voice_en_16665459.mp3,2
common_voice_en_18490778.mp3,1
common_voice_en_18404468.mp3,1
common_voice_en_35894.mp3,2
common_voice_en_19350302.mp3,0
common_voice_en_19776379.mp3,0
common_voice_en_148966.mp3,0
common_voice_en_19017484.mp3,1
common_voice_en_19017260.mp3,1
common_voice_en_19774146.mp3,2
common_voice_en_18332425.mp3,2
common_voice_en_17251769.mp3,2
common_voice_en_17298126.mp3,2
common_voice_en_18986774.mp3,2
common_voice_en_18708103.mp3,3
common_voice_en_19715035.mp3,3
common_voice_en_17991661.mp3,1
common_voice_en_19596041.mp3,3
common_voice_en_33195.mp3,2
common_voice_en_185830.mp3,2
common_voice_en_20162545.mp3,1
common_voice_en_18579267.mp3,1
common_voice_en_18473112.mp3,1
common_voice_en_185534.mp3,2
common_voice_en_19286000.mp3,1
common_voice_en_28175.mp3,3
common_voice_en_16666322.mp3,0
common_voice_en_115470.mp3,0
common_voice_en_18802619.mp3,2
common_voice_en_17270197.mp3,0
common_voice_en_185302.mp3,2
common_voice_en_10208736.mp3,3
common_voice_en_19960164.mp3,0
common_voice_en_172663.mp3,3
common_voice_en_20141614.mp3,2
common_voice_en_106992.mp3,2
common_voice_en_18459510.mp3,1
common_voice_en_18863562.mp3,2
common_voice_en_19947486.mp3,3
common_voice_en_18114259.mp3,1
common_voice_en_145134.mp3,0
common_voice_en_18524929.mp3,3
common_voice_en_19828018.mp3,1
common_voice_en_30100.mp3,3
common_voice_en_17535739.mp3,1
common_voice_en_17278708.mp3,0
common_voice_en_17284414.mp3,2
common_voice_en_17279521.mp3,2
common_voice_en_19052.mp3,2
common_voice_en_142260.mp3,3
common_voice_en_18128207.mp3,0
common_voice_en_18738679.mp3,1
common_voice_en_19982084.mp3,3
common_voice_en_126300.mp3,2
common_voice_en_19912105.mp3,0
common_voice_en_19478465.mp3,0
common_voice_en_18726176.mp3,0
common_voice_en_19703022.mp3,3
common_voice_en_19132607.mp3,2
common_voice_en_204360.mp3,0
common_voice_en_18664610.mp3,1
common_voice_en_180972.mp3,2
common_voice_en_18767109.mp3,2
common_voice_en_18746020.mp3,2
common_voice_en_179954.mp3,1
common_voice_en_18698882.mp3,3
common_voice_en_17286709.mp3,0
common_voice_en_18688545.mp3,1
common_voice_en_18511456.mp3,2
common_voice_en_18954154.mp3,1
common_voice_en_18534875.mp3,1
common_voice_en_18511113.mp3,0
common_voice_en_17484449.mp3,0
common_voice_en_138301.mp3,2
common_voice_en_15879317.mp3,2
common_voice_en_19057754.mp3,1
common_voice_en_17771719.mp3,1
common_voice_en_19865783.mp3,3
common_voice_en_17727901.mp3,2
common_voice_en_18863558.mp3,2
common_voice_en_20110590.mp3,1
common_voice_en_19637899.mp3,1
common_voice_en_221096.mp3,0
common_voice_en_19850709.mp3,0
common_voice_en_18660604.mp3,1
common_voice_en_11208962.mp3,3
common_voice_en_19760617.mp3,0
common_voice_en_18483133.mp3,1
common_voice_en_19827717.mp3,0
common_voice_en_20093328.mp3,1
common_voice_en_19689797.mp3,3
common_voice_en_18534863.mp3,1
common_voice_en_19745308.mp3,1
common_voice_en_111385.mp3,2
common_voice_en_18718486.mp3,3
common_voice_en_132371.mp3,2
common_voice_en_155790.mp3,2
common_voice_en_100897.mp3,2
common_voice_en_19051564.mp3,0
common_voice_en_26243.mp3,1
common_voice_en_263388.mp3,1
common_voice_en_19413550.mp3,1
common_voice_en_18493288.mp3,0
common_voice_en_18838388.mp3,2
common_voice_en_204271.mp3,0
common_voice_en_116416.mp3,2
common_voice_en_101076.mp3,3
common_voice_en_138113.mp3,2
common_voice_en_15577793.mp3,3
common_voice_en_28930.mp3,3
common_voice_en_19006862.mp3,2
common_voice_en_26042.mp3,1
common_voice_en_19691007.mp3,3
common_voice_en_19311540.mp3,0
common_voice_en_18759138.mp3,1
common_voice_en_131673.mp3,0
common_voice_en_2020913.mp3,2
common_voice_en_17252633.mp3,0
common_voice_en_16048374.mp3,1
common_voice_en_15735724.mp3,3
common_voice_en_18765093.mp3,2
common_voice_en_17808789.mp3,0
common_voice_en_1416091.mp3,3
common_voice_en_18492226.mp3,2
common_voice_en_19769189.mp3,0
common_voice_en_18331914.mp3,2
common_voice_en_20092402.mp3,1
common_voice_en_30585.mp3,3
common_voice_en_178426.mp3,3
common_voice_en_18698358.mp3,3
common_voice_en_20045689.mp3,1
common_voice_en_17785152.mp3,2
common_voice_en_18838894.mp3,0
common_voice_en_19677053.mp3,1
common_voice_en_20110364.mp3,1
common_voice_en_2515.mp3,1
common_voice_en_18457873.mp3,1
common_voice_en_19654590.mp3,1
common_voice_en_17390911.mp3,0
common_voice_en_18971563.mp3,2
common_voice_en_19629538.mp3,3
common_voice_en_20120536.mp3,0
common_voice_en_18498709.mp3,0
common_voice_en_18034030.mp3,0
common_voice_en_18893473.mp3,2
common_voice_en_144046.mp3,0
common_voice_en_18102133.mp3,0
common_voice_en_17263603.mp3,0
common_voice_en_20044735.mp3,1
common_voice_en_18847900.mp3,2
common_voice_en_18985424.mp3,2
common_voice_en_19964143.mp3,3
common_voice_en_19006856.mp3,2
common_voice_en_18698372.mp3,3
common_voice_en_178359.mp3,3
common_voice_en_18833817.mp3,1
common_voice_en_342423.mp3,2
common_voice_en_18879199.mp3,0
common_voice_en_18767439.mp3,2
common_voice_en_18645314.mp3,3
common_voice_en_17840559.mp3,0
common_voice_en_217819.mp3,0
common_voice_en_17284448.mp3,2
common_voice_en_17886888.mp3,1
common_voice_en_119783.mp3,2
common_voice_en_19747365.mp3,1
common_voice_en_20092407.mp3,1
common_voice_en_18065850.mp3,1
common_voice_en_17405327.mp3,2
common_voice_en_18698859.mp3,3
common_voice_en_19471453.mp3,2
common_voice_en_135035.mp3,0
common_voice_en_18994779.mp3,2
common_voice_en_19471449.mp3,2
common_voice_en_18974570.mp3,0
common_voice_en_16959.mp3,2
common_voice_en_18091095.mp3,0
common_voice_en_18712332.mp3,1
common_voice_en_18137152.mp3,0
common_voice_en_19814933.mp3,1
common_voice_en_18503282.mp3,3
common_voice_en_19657058.mp3,1
common_voice_en_18301197.mp3,0
